Roll Angle, Pitch Angle, AccX, AccY, AccZ 
-6.82,-23.68,0.59,-0.16,0.75
-6.78,-23.88,0.59,-0.16,0.74
-6.75,-24.07,0.60,-0.17,0.74
-6.71,-24.24,0.60,-0.17,0.74
-6.67,-24.40,0.61,-0.18,0.74
-6.62,-24.54,0.61,-0.18,0.74
-6.58,-24.66,0.60,-0.18,0.74
-6.54,-24.77,0.59,-0.19,0.75
-6.49,-24.87,0.58,-0.20,0.75
-6.45,-24.96,0.58,-0.20,0.75
-6.40,-25.03,0.57,-0.21,0.75
-6.36,-25.10,0.55,-0.22,0.76
-6.31,-25.16,0.54,-0.22,0.77
-6.27,-25.21,0.53,-0.22,0.77
-6.24,-25.26,0.52,-0.22,0.77
-6.20,-25.31,0.50,-0.22,0.77
-6.17,-25.36,0.49,-0.22,0.78
-6.14,-25.40,0.48,-0.22,0.78
-6.11,-25.44,0.48,-0.22,0.79
-6.09,-25.48,0.47,-0.22,0.79
-6.06,-25.53,0.47,-0.22,0.79
-6.03,-25.57,0.47,-0.21,0.79
-6.01,-25.62,0.46,-0.21,0.80
-5.98,-25.66,0.46,-0.21,0.80
-5.96,-25.71,0.46,-0.21,0.80
-5.93,-25.76,0.46,-0.21,0.79
-5.90,-25.81,0.46,-0.20,0.80
-5.87,-25.86,0.46,-0.19,0.80
-5.84,-25.91,0.46,-0.19,0.80
-5.81,-25.97,0.46,-0.19,0.80
-5.78,-26.03,0.47,-0.20,0.80
-5.75,-26.09,0.47,-0.20,0.80
-5.73,-26.15,0.47,-0.20,0.79
-5.71,-26.22,0.48,-0.19,0.79
-5.68,-26.29,0.49,-0.19,0.78
-5.66,-26.35,0.50,-0.19,0.77
-5.64,-26.42,0.51,-0.18,0.77
-5.62,-26.49,0.52,-0.18,0.76
-5.60,-26.55,0.53,-0.18,0.76
-5.58,-26.60,0.53,-0.18,0.76
-5.56,-26.64,0.53,-0.18,0.76
-5.53,-26.68,0.54,-0.18,0.77
-5.51,-26.72,0.54,-0.18,0.77
-5.48,-26.74,0.53,-0.17,0.77
-5.45,-26.76,0.53,-0.17,0.77
-5.42,-26.77,0.52,-0.17,0.77
-5.39,-26.77,0.51,-0.17,0.77
-5.36,-26.77,0.50,-0.16,0.77
-5.32,-26.77,0.49,-0.15,0.77
-5.28,-26.75,0.48,-0.15,0.77
-5.24,-26.74,0.47,-0.14,0.78
-5.20,-26.72,0.46,-0.14,0.78
-5.17,-26.70,0.46,-0.14,0.78
-5.13,-26.68,0.45,-0.14,0.78
-5.10,-26.66,0.44,-0.15,0.78
-5.07,-26.64,0.44,-0.15,0.78
-5.04,-26.62,0.44,-0.15,0.78
-5.01,-26.61,0.43,-0.15,0.78
-4.98,-26.60,0.43,-0.15,0.79
-4.96,-26.58,0.43,-0.15,0.79
-4.93,-26.58,0.43,-0.15,0.79
-4.91,-26.57,0.43,-0.14,0.79
-4.88,-26.57,0.44,-0.14,0.78
-4.86,-26.57,0.44,-0.14,0.78
-4.83,-26.56,0.45,-0.14,0.78
-4.80,-26.55,0.45,-0.14,0.78
-4.77,-26.54,0.45,-0.14,0.78
-4.73,-26.52,0.45,-0.14,0.78
-4.69,-26.49,0.45,-0.15,0.78
-4.66,-26.45,0.44,-0.15,0.78
-4.62,-26.41,0.43,-0.15,0.79
-4.58,-26.37,0.42,-0.15,0.79
-4.55,-26.32,0.41,-0.15,0.79
-4.52,-26.27,0.41,-0.15,0.80
-4.49,-26.23,0.40,-0.15,0.80
-4.45,-26.19,0.39,-0.15,0.80
-4.42,-26.15,0.39,-0.14,0.79
-4.40,-26.12,0.37,-0.12,0.77
-4.38,-26.11,0.36,-0.11,0.75
-4.36,-26.11,0.38,-0.11,0.76
-4.36,-26.11,0.40,-0.13,0.77
-4.35,-26.11,0.40,-0.13,0.79
-4.35,-26.11,0.40,-0.14,0.80
-4.35,-26.10,0.41,-0.14,0.80
-4.34,-26.10,0.41,-0.14,0.81
-4.33,-26.09,0.42,-0.14,0.81
-4.32,-26.09,0.41,-0.14,0.81
-4.30,-26.10,0.41,-0.13,0.79
-4.28,-26.10,0.40,-0.12,0.77
-4.26,-26.10,0.41,-0.13,0.77
-4.25,-26.10,0.42,-0.13,0.78
-4.24,-26.10,0.42,-0.14,0.79
-4.23,-26.09,0.42,-0.14,0.80
-4.22,-26.07,0.42,-0.15,0.82
-4.22,-26.05,0.42,-0.15,0.82
-4.21,-26.04,0.42,-0.16,0.82
-4.21,-26.03,0.42,-0.15,0.82
-4.20,-26.03,0.42,-0.15,0.82
-4.19,-26.03,0.43,-0.14,0.81
-4.17,-26.03,0.43,-0.14,0.80
-4.16,-26.04,0.43,-0.13,0.79
-4.14,-26.04,0.43,-0.12,0.79
-4.12,-26.05,0.43,-0.12,0.79
-4.11,-26.05,0.43,-0.11,0.79
-4.10,-26.05,0.42,-0.11,0.79
-4.09,-26.06,0.42,-0.11,0.79
-4.08,-26.06,0.42,-0.10,0.79
-4.07,-26.06,0.42,-0.11,0.79
-4.06,-26.07,0.42,-0.11,0.79
-4.05,-26.07,0.43,-0.12,0.80
-4.04,-26.08,0.43,-0.12,0.80
-4.03,-26.08,0.42,-0.13,0.80
-4.02,-26.09,0.42,-0.13,0.81
-4.02,-26.10,0.42,-0.13,0.80
-4.03,-26.12,0.41,-0.12,0.79
-4.04,-26.14,0.42,-0.13,0.79
-4.07,-26.17,0.44,-0.13,0.80
-4.10,-26.21,0.44,-0.13,0.80
-4.14,-26.25,0.43,-0.13,0.80
-4.21,-26.33,0.43,-0.14,0.79
-4.30,-26.44,0.46,-0.14,0.80
-4.40,-26.55,0.50,-0.16,0.82
-4.51,-26.64,0.50,-0.16,0.82
-4.62,-26.72,0.49,-0.16,0.83
-4.72,-26.79,0.49,-0.15,0.82
-4.83,-26.86,0.49,-0.14,0.81
-4.93,-26.92,0.49,-0.13,0.80
-5.03,-26.97,0.51,-0.14,0.80
-5.13,-27.00,0.51,-0.14,0.80
-5.22,-27.03,0.51,-0.15,0.80
-5.31,-27.04,0.52,-0.16,0.82
-5.39,-27.04,0.52,-0.16,0.82
-5.47,-27.03,0.51,-0.17,0.82
-5.55,-27.01,0.50,-0.17,0.83
-5.62,-26.99,0.49,-0.17,0.83
-5.69,-26.99,0.47,-0.15,0.80
-5.75,-27.01,0.49,-0.16,0.81
-5.82,-27.04,0.52,-0.17,0.81
-5.88,-27.06,0.53,-0.17,0.81
-5.95,-27.07,0.54,-0.19,0.83
-6.00,-27.07,0.53,-0.19,0.85
-6.05,-27.07,0.52,-0.19,0.85
-6.10,-27.06,0.53,-0.19,0.84
-6.15,-27.04,0.55,-0.19,0.84
-6.18,-27.02,0.55,-0.19,0.83
-6.20,-26.97,0.55,-0.19,0.84
-6.21,-26.91,0.53,-0.18,0.84
-6.21,-26.84,0.52,-0.19,0.85
-6.21,-26.75,0.50,-0.19,0.85
-6.20,-26.64,0.49,-0.19,0.85
-6.18,-26.52,0.47,-0.19,0.85
-6.15,-26.37,0.46,-0.20,0.86
-6.11,-26.22,0.45,-0.20,0.86
-6.07,-26.05,0.44,-0.21,0.86
-6.02,-25.86,0.43,-0.21,0.85
-5.98,-25.67,0.43,-0.21,0.84
-5.93,-25.47,0.43,-0.21,0.83
-5.90,-25.27,0.43,-0.21,0.84
-5.86,-25.06,0.43,-0.22,0.84
-5.83,-24.85,0.44,-0.23,0.85
-5.81,-24.63,0.43,-0.23,0.86
-5.78,-24.40,0.42,-0.22,0.85
-5.76,-24.18,0.43,-0.23,0.85
-5.73,-23.95,0.42,-0.22,0.85
-5.71,-23.71,0.43,-0.21,0.84
-5.67,-23.48,0.43,-0.20,0.83
-5.63,-23.23,0.42,-0.19,0.82
-5.59,-22.98,0.41,-0.18,0.81
-5.54,-22.71,0.40,-0.18,0.81
-5.49,-22.43,0.38,-0.17,0.80
-5.44,-22.13,0.37,-0.16,0.78
-5.40,-21.82,0.36,-0.15,0.75
-5.37,-21.48,0.34,-0.14,0.74
-5.34,-21.11,0.31,-0.14,0.76
-5.32,-20.71,0.27,-0.15,0.78
-5.30,-20.29,0.23,-0.16,0.81
-5.28,-19.83,0.19,-0.16,0.83
-5.26,-19.34,0.15,-0.16,0.85
-5.21,-18.83,0.11,-0.15,0.87
-5.16,-18.29,0.08,-0.16,0.90
-5.10,-17.74,0.06,-0.16,0.92
-5.02,-17.18,0.05,-0.19,0.93
-4.94,-16.60,0.04,-0.22,0.94
-4.85,-16.01,0.04,-0.22,0.95
-4.74,-15.41,0.04,-0.23,0.95
-4.64,-14.81,0.04,-0.24,0.97
-4.53,-14.20,0.03,-0.24,0.99
-4.42,-13.60,0.03,-0.25,0.98
-4.30,-13.00,0.01,-0.27,0.99
-4.18,-12.42,0.00,-0.24,1.01
-4.06,-11.84,-0.02,-0.25,1.01
-3.93,-11.29,-0.04,-0.23,1.02
-3.80,-10.74,-0.06,-0.22,1.03
-3.68,-10.22,-0.08,-0.26,1.00
-3.56,-9.72,-0.10,-0.28,1.00
-3.44,-9.25,-0.12,-0.29,1.00
-3.31,-8.79,-0.15,-0.29,1.01
-3.18,-8.36,-0.20,-0.32,1.01
-3.05,-7.96,-0.24,-0.33,1.03
-2.93,-7.61,-0.27,-0.39,1.01
-2.79,-7.32,-0.32,-0.41,1.04
-2.66,-7.08,-0.31,-0.44,1.01
-2.55,-6.88,-0.26,-0.52,0.92
-2.42,-6.72,-0.26,-0.50,0.91
-2.30,-6.62,-0.21,-0.50,0.86
-2.17,-6.56,-0.17,-0.50,0.84
-2.04,-6.54,-0.12,-0.54,0.81
-1.91,-6.54,-0.06,-0.63,0.75
-1.72,-6.55,-0.04,-0.58,0.78
-1.48,-6.57,-0.03,-0.51,0.81
-1.17,-6.59,0.01,-0.45,0.84
-0.83,-6.63,0.13,-0.39,0.79
-0.43,-6.65,0.16,-0.35,0.85
0.05,-6.64,0.15,-0.20,0.90
0.57,-6.62,0.16,-0.10,0.89
1.10,-6.57,0.12,-0.08,0.86
1.67,-6.48,0.09,-0.03,0.84
2.26,-6.41,0.05,0.03,0.85
2.87,-6.33,0.01,0.05,0.82
3.49,-6.27,0.02,0.08,0.80
4.12,-6.21,-0.01,0.08,0.78
4.76,-6.15,0.02,0.09,0.72
5.38,-6.09,0.02,0.05,0.72
5.97,-6.03,0.10,-0.02,0.64
6.59,-5.92,0.14,-0.00,0.66
7.22,-5.77,0.12,0.03,0.68
7.88,-5.58,0.11,0.11,0.71
8.54,-5.33,0.07,0.14,0.75
9.21,-5.06,0.13,0.15,0.72
9.96,-4.87,0.71,0.32,0.71
10.83,-4.58,0.37,0.40,0.79
11.80,-4.29,0.16,0.46,0.89
12.86,-4.02,-0.20,0.46,0.90
13.91,-3.84,-0.45,0.32,0.89
14.92,-3.74,-0.62,0.09,0.87
15.86,-3.74,-0.58,-0.05,0.81
16.82,-3.87,-0.40,0.01,0.74
17.85,-4.13,-0.28,0.18,0.69
18.92,-4.54,-0.15,0.32,0.64
20.03,-5.08,0.02,0.41,0.59
21.12,-5.72,0.20,0.45,0.53
22.17,-6.41,0.37,0.48,0.49
23.21,-7.11,0.52,0.52,0.45
24.24,-7.78,0.61,0.57,0.42
25.28,-8.37,0.62,0.64,0.43
26.33,-8.89,0.55,0.71,0.45
27.37,-9.34,0.44,0.78,0.49
28.40,-9.75,0.31,0.80,0.53
29.39,-10.14,0.21,0.79,0.55
30.34,-10.54,0.16,0.76,0.56
31.25,-10.97,0.16,0.73,0.55
32.13,-11.43,0.18,0.69,0.55
32.97,-11.94,0.26,0.64,0.53
33.78,-12.49,0.34,0.61,0.52
34.56,-13.07,0.44,0.58,0.48
35.32,-13.67,0.53,0.56,0.47
36.06,-14.26,0.59,0.56,0.46
36.79,-14.84,0.66,0.55,0.43
37.52,-15.40,0.69,0.57,0.41
38.25,-15.94,0.70,0.59,0.40
38.97,-16.46,0.71,0.58,0.37
39.69,-16.98,0.71,0.57,0.35
40.42,-17.47,0.69,0.64,0.34
41.15,-17.94,0.69,0.70,0.34
41.86,-18.39,0.69,0.76,0.34
42.55,-18.83,0.69,0.79,0.33
43.22,-19.27,0.69,0.77,0.32
43.86,-19.69,0.67,0.78,0.31
44.49,-20.12,0.64,0.80,0.30
45.08,-20.55,0.64,0.77,0.29
45.64,-20.98,0.64,0.76,0.28
46.16,-21.42,0.65,0.74,0.27
46.64,-21.87,0.68,0.69,0.25
47.10,-22.31,0.69,0.65,0.24
47.53,-22.75,0.68,0.63,0.25
47.95,-23.18,0.67,0.60,0.25
48.36,-23.62,0.65,0.57,0.26
48.75,-24.06,0.64,0.55,0.26
49.14,-24.52,0.65,0.54,0.25
49.52,-24.98,0.67,0.55,0.25
49.89,-25.45,0.70,0.57,0.23
50.25,-25.91,0.75,0.59,0.21
50.59,-26.37,0.79,0.61,0.20
50.93,-26.80,0.81,0.63,0.19
51.24,-27.22,0.83,0.64,0.17
51.54,-27.63,0.85,0.64,0.16
51.82,-28.01,0.86,0.65,0.15
52.09,-28.36,0.87,0.68,0.15
52.35,-28.68,0.86,0.69,0.15
52.59,-28.96,0.84,0.69,0.17
52.82,-29.22,0.81,0.67,0.18
53.04,-29.47,0.76,0.63,0.20
53.24,-29.70,0.71,0.61,0.20
53.44,-29.95,0.69,0.56,0.20
53.62,-30.20,0.67,0.52,0.20
53.80,-30.45,0.66,0.49,0.19
53.97,-30.73,0.65,0.46,0.18
54.15,-31.01,0.65,0.46,0.18
54.34,-31.30,0.66,0.47,0.18
54.53,-31.60,0.69,0.52,0.17
54.72,-31.89,0.73,0.60,0.15
54.89,-32.19,0.77,0.60,0.13
55.04,-32.48,0.81,0.58,0.10
55.18,-32.77,0.83,0.58,0.09
55.31,-33.04,0.84,0.58,0.08
55.43,-33.30,0.85,0.59,0.08
55.54,-33.54,0.85,0.61,0.08
55.66,-33.76,0.84,0.61,0.09
55.77,-33.96,0.81,0.62,0.10
55.87,-34.14,0.79,0.63,0.12
55.98,-34.30,0.76,0.66,0.16
56.08,-34.46,0.74,0.68,0.18
56.18,-34.62,0.72,0.68,0.20
56.25,-34.79,0.70,0.66,0.21
56.31,-34.98,0.70,0.66,0.22
56.34,-35.19,0.72,0.68,0.21
56.35,-35.42,0.76,0.69,0.20
56.33,-35.66,0.82,0.68,0.18
56.27,-35.93,0.88,0.65,0.15
56.17,-36.20,1.05,0.65,0.11
56.04,-36.41,1.28,0.63,0.02
55.91,-36.54,1.28,0.67,0.02
55.76,-36.65,1.22,0.52,0.01
55.62,-36.73,1.14,0.37,-0.01
55.52,-36.79,1.01,0.35,0.02
55.46,-36.83,0.96,0.42,0.03
55.44,-36.83,0.96,0.52,0.05
55.43,-36.82,0.99,0.55,0.05
55.43,-36.80,1.01,0.54,0.07
55.43,-36.76,1.00,0.53,0.08
55.46,-36.69,0.96,0.53,0.10
55.49,-36.60,0.90,0.53,0.13
55.54,-36.51,0.85,0.55,0.14
55.59,-36.41,0.83,0.58,0.15
55.64,-36.32,0.84,0.59,0.15
55.68,-36.23,0.86,0.62,0.15
55.71,-36.15,0.89,0.63,0.14
55.72,-36.06,0.91,0.63,0.13
55.72,-35.97,0.93,0.62,0.12
55.71,-35.87,0.93,0.61,0.11
55.69,-35.77,0.91,0.58,0.10
55.68,-35.66,0.88,0.57,0.11
55.67,-35.54,0.84,0.59,0.12
55.66,-35.42,0.82,0.61,0.12
55.64,-35.31,0.81,0.61,0.13
55.61,-35.21,0.83,0.61,0.12
55.58,-35.12,0.85,0.61,0.12
55.53,-35.03,0.87,0.63,0.12
55.49,-34.92,0.87,0.65,0.13
55.44,-34.81,0.86,0.66,0.14
55.40,-34.69,0.84,0.65,0.16
55.34,-34.58,0.81,0.64,0.17
55.29,-34.46,0.78,0.65,0.18
55.24,-34.35,0.76,0.66,0.20
55.19,-34.24,0.74,0.68,0.21
55.12,-34.14,0.73,0.68,0.22
55.04,-34.06,0.73,0.65,0.22
54.94,-33.99,0.75,0.61,0.22
54.85,-33.93,0.76,0.60,0.23
54.75,-33.87,0.76,0.60,0.23
54.65,-33.81,0.76,0.61,0.22
54.56,-33.75,0.75,0.61,0.22
54.46,-33.69,0.75,0.61,0.22
54.37,-33.62,0.75,0.62,0.22
54.27,-33.55,0.75,0.63,0.23
54.19,-33.47,0.74,0.65,0.23
54.10,-33.39,0.73,0.65,0.24
54.01,-33.32,0.72,0.65,0.24
53.92,-33.24,0.71,0.65,0.24
53.82,-33.17,0.71,0.65,0.24
53.73,-33.09,0.71,0.67,0.24
53.63,-33.02,0.71,0.69,0.24
53.53,-32.94,0.71,0.70,0.24
53.42,-32.87,0.71,0.71,0.25
53.31,-32.79,0.70,0.72,0.25
53.18,-32.71,0.70,0.73,0.25
53.05,-32.63,0.70,0.74,0.25
52.91,-32.55,0.70,0.75,0.26
52.76,-32.48,0.70,0.75,0.27
52.60,-32.40,0.70,0.75,0.28
52.43,-32.32,0.70,0.75,0.28
52.25,-32.24,0.70,0.76,0.28
52.06,-32.15,0.72,0.77,0.28
51.86,-32.06,0.73,0.78,0.28
51.64,-31.97,0.75,0.79,0.27
51.42,-31.86,0.76,0.79,0.27
51.18,-31.74,0.77,0.79,0.27
50.92,-31.60,0.78,0.78,0.26
50.66,-31.45,0.79,0.78,0.26
50.38,-31.29,0.80,0.79,0.25
50.09,-31.09,0.80,0.79,0.25
49.78,-30.87,0.80,0.78,0.25
49.47,-30.62,0.77,0.78,0.25
49.16,-30.35,0.74,0.78,0.26
48.84,-30.06,0.71,0.79,0.27
48.51,-29.76,0.69,0.80,0.28
48.17,-29.44,0.69,0.81,0.29
47.82,-29.11,0.70,0.82,0.30
47.45,-28.78,0.70,0.84,0.30
47.08,-28.43,0.70,0.84,0.31
46.69,-28.07,0.70,0.85,0.31
46.29,-27.71,0.69,0.86,0.33
45.87,-27.33,0.69,0.85,0.33
45.45,-26.96,0.69,0.86,0.32
45.01,-26.57,0.68,0.87,0.33
44.55,-26.19,0.69,0.84,0.31
44.08,-25.80,0.67,0.84,0.32
43.60,-25.40,0.65,0.85,0.33
43.11,-25.00,0.64,0.84,0.32
42.61,-24.60,0.62,0.81,0.32
42.10,-24.19,0.58,0.79,0.32
41.58,-23.79,0.54,0.76,0.32
41.05,-23.38,0.51,0.74,0.32
40.52,-22.98,0.49,0.76,0.32
39.97,-22.58,0.47,0.76,0.33
39.41,-22.18,0.44,0.75,0.34
38.84,-21.79,0.39,0.71,0.36
38.26,-21.41,0.35,0.61,0.35
37.68,-21.02,0.24,0.62,0.42
37.09,-20.68,0.22,0.59,0.45
36.50,-20.37,0.22,0.55,0.45
35.92,-20.11,0.21,0.53,0.47
35.34,-19.88,0.20,0.50,0.47
34.77,-19.70,0.20,0.46,0.47
34.22,-19.55,0.22,0.44,0.47
33.69,-19.45,0.25,0.44,0.46
33.17,-19.37,0.26,0.45,0.46
32.66,-19.31,0.26,0.46,0.47
32.16,-19.28,0.24,0.46,0.47
31.66,-19.26,0.24,0.46,0.48
31.16,-19.27,0.24,0.47,0.48
30.67,-19.29,0.24,0.50,0.49
30.17,-19.32,0.25,0.50,0.48
29.67,-19.36,0.25,0.51,0.48
29.17,-19.41,0.25,0.52,0.48
28.66,-19.46,0.26,0.52,0.48
28.13,-19.52,0.27,0.50,0.47
27.60,-19.59,0.28,0.48,0.46
27.04,-19.67,0.31,0.42,0.42
26.49,-19.72,0.27,0.46,0.46
25.92,-19.79,0.31,0.42,0.44
25.35,-19.83,0.30,0.44,0.46
24.77,-19.87,0.30,0.42,0.48
24.16,-19.90,0.29,0.36,0.50
23.53,-19.94,0.26,0.29,0.52
22.90,-19.97,0.23,0.24,0.56
22.26,-20.00,0.21,0.21,0.59
21.64,-20.06,0.21,0.19,0.61
21.02,-20.12,0.21,0.18,0.62
20.43,-20.19,0.19,0.20,0.64
19.86,-20.27,0.16,0.22,0.65
19.31,-20.35,0.14,0.23,0.65
18.77,-20.45,0.12,0.24,0.64
18.24,-20.56,0.10,0.25,0.64
17.73,-20.70,0.09,0.27,0.63
17.22,-20.87,0.09,0.27,0.62
16.72,-21.07,0.08,0.29,0.62
16.21,-21.29,0.08,0.28,0.61
15.70,-21.54,0.06,0.27,0.58
15.19,-21.81,0.04,0.27,0.57
14.67,-22.12,0.04,0.29,0.57
14.15,-22.48,0.05,0.31,0.57
13.62,-22.86,0.06,0.33,0.57
13.08,-23.27,0.05,0.33,0.57
12.51,-23.73,0.07,0.30,0.56
11.93,-24.24,0.14,0.28,0.59
11.45,-24.82,0.25,0.82,0.66
10.86,-25.42,0.34,0.59,0.59
10.16,-26.05,0.41,0.28,0.59
9.39,-26.66,0.39,0.13,0.63
8.61,-27.29,0.40,0.02,0.66
7.82,-27.92,0.50,-0.03,0.68
7.05,-28.54,0.60,-0.09,0.69
6.30,-29.12,0.67,-0.17,0.70
5.60,-29.65,0.69,-0.16,0.73
4.94,-30.15,0.74,-0.13,0.74
4.32,-30.60,0.78,-0.10,0.75
3.73,-30.98,0.78,-0.10,0.77
3.14,-31.29,0.76,-0.15,0.79
2.58,-31.53,0.73,-0.21,0.80
2.04,-31.71,0.69,-0.22,0.83
1.52,-31.83,0.66,-0.22,0.85
1.04,-31.90,0.62,-0.20,0.86
0.58,-31.92,0.57,-0.19,0.88
0.14,-31.91,0.54,-0.19,0.88
-0.28,-31.89,0.53,-0.20,0.89
-0.67,-31.84,0.52,-0.17,0.90
-1.04,-31.78,0.51,-0.15,0.92
-1.39,-31.72,0.49,-0.12,0.92
-1.72,-31.66,0.48,-0.06,0.90
-2.02,-31.61,0.48,0.04,0.89
-2.32,-31.58,0.54,0.04,0.87
-2.61,-31.56,0.57,0.09,0.84
-2.91,-31.55,0.61,0.14,0.80
-3.21,-31.54,0.63,0.18,0.78
-3.53,-31.53,0.63,0.17,0.78
-3.89,-31.51,0.60,0.12,0.80
-4.29,-31.48,0.56,0.03,0.84
-4.72,-31.45,0.54,-0.07,0.89
-5.18,-31.42,0.51,-0.16,0.95
-5.65,-31.40,0.50,-0.22,0.96
-6.12,-31.41,0.49,-0.28,0.96
-6.58,-31.44,0.49,-0.31,0.97
-7.03,-31.50,0.50,-0.34,0.98
-7.46,-31.59,0.52,-0.35,0.98
-7.87,-31.70,0.55,-0.37,0.97
-8.27,-31.83,0.58,-0.35,0.95
-8.63,-31.98,0.62,-0.33,0.92
-8.98,-32.14,0.64,-0.32,0.89
-9.30,-32.30,0.67,-0.30,0.87
-9.60,-32.45,0.69,-0.28,0.85
-9.87,-32.59,0.70,-0.26,0.84
-10.13,-32.72,0.70,-0.24,0.84
-10.38,-32.84,0.70,-0.23,0.84
-10.61,-32.95,0.70,-0.21,0.84
-10.82,-33.04,0.69,-0.19,0.84
-11.03,-33.12,0.68,-0.18,0.83
-11.23,-33.19,0.66,-0.16,0.83
-11.43,-33.24,0.64,-0.15,0.83
-11.61,-33.29,0.62,-0.14,0.82
-11.79,-33.32,0.62,-0.12,0.82
-11.96,-33.34,0.61,-0.10,0.81
-12.13,-33.36,0.61,-0.09,0.80
-12.30,-33.36,0.60,-0.09,0.80
-12.46,-33.34,0.60,-0.09,0.79
-12.63,-33.31,0.61,-0.07,0.78
-12.80,-33.27,0.61,-0.06,0.77
-12.96,-33.20,0.61,-0.04,0.77
-13.13,-33.12,0.61,-0.04,0.76
-13.29,-33.02,0.60,-0.06,0.77
-13.47,-32.90,0.58,-0.08,0.77
-13.65,-32.77,0.55,-0.11,0.78
-13.84,-32.63,0.54,-0.13,0.78
-14.04,-32.49,0.53,-0.15,0.78
-14.24,-32.34,0.51,-0.17,0.79
-14.44,-32.19,0.50,-0.19,0.80
-14.65,-32.04,0.48,-0.22,0.82
-14.86,-31.90,0.47,-0.24,0.82
-15.06,-31.76,0.47,-0.25,0.81
-15.25,-31.62,0.47,-0.25,0.82
-15.43,-31.49,0.47,-0.26,0.82
-15.61,-31.37,0.47,-0.26,0.82
-15.77,-31.24,0.45,-0.26,0.82
-15.93,-31.13,0.46,-0.25,0.82
-16.07,-31.01,0.46,-0.24,0.81
-16.19,-30.90,0.46,-0.22,0.80
-16.31,-30.79,0.49,-0.18,0.78
-16.42,-30.67,0.45,-0.17,0.80
-16.53,-30.55,0.45,-0.17,0.80
-16.64,-30.44,0.43,-0.18,0.80
-16.74,-30.33,0.43,-0.18,0.80
-16.84,-30.23,0.43,-0.16,0.79
-16.93,-30.15,0.43,-0.15,0.79
-17.02,-30.07,0.44,-0.14,0.78
-17.11,-30.00,0.48,-0.11,0.76
-17.19,-29.91,0.43,-0.10,0.78
-17.29,-29.85,0.43,-0.10,0.77
-17.38,-29.79,0.50,-0.09,0.74
-17.50,-29.71,0.50,-0.07,0.73
-17.62,-29.61,0.58,-0.04,0.68
-17.77,-29.48,0.54,-0.02,0.69
-17.94,-29.32,0.47,-0.05,0.71
-18.15,-29.15,0.46,-0.09,0.71
-18.37,-28.97,0.41,-0.11,0.72
-18.59,-28.79,0.40,-0.12,0.73
-18.82,-28.61,0.39,-0.12,0.72
-19.05,-28.42,0.38,-0.11,0.72
-19.28,-28.22,0.36,-0.12,0.71
-19.52,-28.02,0.33,-0.13,0.70
-19.77,-27.82,0.30,-0.14,0.69
-20.02,-27.61,0.28,-0.14,0.67
-20.28,-27.41,0.27,-0.14,0.66
-20.55,-27.20,0.27,-0.14,0.65
-20.82,-26.99,0.26,-0.14,0.65
-21.09,-26.77,0.25,-0.12,0.63
-21.36,-26.55,0.25,-0.11,0.62
-21.64,-26.33,0.25,-0.11,0.61
-21.92,-26.09,0.25,-0.10,0.61
-22.20,-25.85,0.25,-0.10,0.61
-22.47,-25.59,0.25,-0.08,0.60
-22.73,-25.33,0.26,-0.06,0.60
-22.99,-25.06,0.27,-0.03,0.59
-23.23,-24.78,0.28,-0.01,0.58
-23.47,-24.47,0.26,0.01,0.57
-23.70,-24.15,0.23,0.02,0.55
-23.95,-23.81,0.20,0.02,0.53
-24.20,-23.46,0.15,0.04,0.51
-24.49,-23.12,0.14,0.01,0.47
-24.80,-22.76,0.11,0.00,0.46
-25.16,-22.42,0.10,-0.02,0.44
-25.57,-22.08,0.10,-0.05,0.43
-26.03,-21.74,0.10,-0.09,0.42
-26.55,-21.41,0.09,-0.13,0.44
-27.12,-21.08,0.09,-0.16,0.45
-27.74,-20.75,0.10,-0.21,0.46
-28.39,-20.42,0.08,-0.24,0.47
-29.08,-20.09,0.08,-0.27,0.47
-29.82,-19.77,0.07,-0.29,0.47
-30.59,-19.46,0.06,-0.32,0.47
-31.40,-19.16,0.06,-0.36,0.49
-32.24,-18.88,0.05,-0.41,0.51
-33.12,-18.62,0.05,-0.46,0.53
-34.01,-18.40,0.06,-0.51,0.56
-34.91,-18.20,0.09,-0.56,0.57
-35.84,-18.05,0.13,-0.61,0.57
-36.77,-17.91,0.18,-0.65,0.57
-37.70,-17.79,0.20,-0.69,0.58
-38.63,-17.67,0.23,-0.72,0.58
-39.57,-17.57,0.24,-0.74,0.59
-40.51,-17.48,0.26,-0.75,0.59
-41.44,-17.39,0.29,-0.76,0.58
-42.36,-17.30,0.30,-0.76,0.62
-43.28,-17.20,0.34,-0.76,0.61
-44.17,-17.10,0.34,-0.75,0.62
-45.06,-17.01,0.33,-0.76,0.64
-45.91,-16.93,0.35,-0.75,0.66
-46.75,-16.86,0.35,-0.76,0.65
-47.55,-16.79,0.38,-0.75,0.65
-48.32,-16.73,0.42,-0.73,0.62
-49.08,-16.65,0.41,-0.69,0.57
-49.81,-16.60,0.40,-0.65,0.51
-50.51,-16.54,0.41,-0.63,0.47
-51.21,-16.48,0.41,-0.60,0.41
-51.90,-16.42,0.38,-0.58,0.34
-52.62,-16.36,0.35,-0.58,0.28
-53.34,-16.31,0.32,-0.60,0.26
-54.08,-16.27,0.32,-0.63,0.24
-54.82,-16.23,0.32,-0.65,0.22
-55.53,-16.21,0.35,-0.78,0.54
